user,content,collect,forward,comment,like,userUrl
06月13日 21:23 转赞人数超过90,影视葛二蛋,,收藏,转发 18,评论 14,104,https://weibo.com/5565206512?refer_flag=1001030103_
0,上海长宁,"新剧资讯｜据广电时评消息，由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫剧《#在一起# 》计划于10月重磅推出，该剧2集一个单元，共20集，10个单元的主创信息曝光：
1、《生命的拐点》单元：梁振华、董哲编剧，张黎、韩晓军执导，张嘉译、周一围、谭卓、张天爱等主演（正在热拍）；
2、《摆渡人 展开全文c",收藏,转发 2,评论,1,https://weibo.com/1812581591?refer_flag=1001030103_
0,上海电信报,,收藏,转发 1,评论,1,https://weibo.com/1807486487?refer_flag=1001030103_
0,xiaowen165628,#5G用电信 耀启三千兆#玩转精彩纷呈的首届上海夜生活节，在家也能看直播逛夜市！上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，在夜市实现5G网络全覆盖，运用电信5G技术加持TVU直播背包，实现“三千兆”的高清流畅直播。快来享受音乐、美食、花灯的全新打开方式吧！ 展开全文c,收藏,转发,评论,0,https://weibo.com/5235703727?refer_flag=1001030103_
06月09日 18:08,只是布朗熊,,收藏,转发,评论,0,https://weibo.com/6996065712?refer_flag=1001030103_
06月09日 11:38,优学堂app,#5G用电信 耀启三千兆#周末哪里玩？云端直播间带你嗨逛上海夜生活节现场！上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，联手打造上海夜生活节直播！从潮流集市到深夜美食，从书店不打烊到博物馆奇妙夜，通过高清流畅的电信5G网络，尽览“百变夜上海”之美。扫码即可体验“三 展开全文c,收藏,转发,评论,0,https://weibo.com/6494794218?refer_flag=1001030103_
0,湖北师大教科学院青年志愿者,,收藏,转发,评论,1,https://weibo.com/5874117922?refer_flag=1001030103_
0,上海静安,【走进商务印书馆原址！感受这里的革命传承→】#关注静安# 6月23日，“面对面 新时空”We课走进宝山路街道，走进曾经的商务印书馆。上海广播电视台融媒体中心主持人臧熹，与社区党员志愿者代表和白领代表一起，分享了在不同年代，老一辈党员的坚守故事；感受在新时代下，新一代的初心传承。静安区委副 展开全文c,收藏,转发 5,评论 5,0,https://weibo.com/2541763545?refer_flag=1001030103_
06月22日 07:58 转赞人数超过90,中国电信上海果粉俱乐部,,收藏,转发 105,评论 56,0,https://weibo.com/2706099853?refer_flag=1001030103_
0,玩乐上海,#5G用电信 耀启三千兆#电信三千兆网络支持上海广播电视台直播上海夜生活节。即便不在现场，每晚你只要打开上海广播电视台新闻综合频道以及看看新闻Knews客户端，就可以感受喧闹纷繁的生活气息，尽览夜生活节的风采。,收藏,转发 11,评论 41,232,https://weibo.com/2846632611?refer_flag=1001030103_
06月18日 22:10 转赞人数超过20,气象上海Rainbow,#5G用电信 耀启三千兆#人间最值得，不过一缕烟火、信号满格。还记得上次和爸爸逛街是什么时候吗？夜生活节现已拉开帷幕，看过了直播，何不陪着老爸去现场亲自感受一下三千兆极速呢~上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，在夜市实现5G网络全覆盖，5g网速绝对不卡顿！更 展开全文c,收藏,转发 1,评论,19,https://weibo.com/2392966812?refer_flag=1001030103_
06月18日 19:39,時光漫步说影视,,收藏,转发,评论,0,https://weibo.com/6553952986?refer_flag=1001030103_
06月16日 21:36,小妙爱追剧,#王源全开麦# 作为上海广播电视台smg旗下的旗舰频道，作为专业的电视媒体，在直播过程中连续出现低级失误，是无法原谅的！本次节目的制片人和监制人员要负主要责任。作为立足全国面向世界的卫视，如此工作态度和专业水准，是给上海丢脸！滚出来道歉！@东方卫视618超级秀 @东方卫视番茄台,收藏,转发 1,评论,1,https://weibo.com/6437939460?refer_flag=1001030103_
0,电影频道融媒体中心,或许与其创始人杨文红密切相关。公开资料显示，在创立兴格传媒前，她曾先后在上海电影集团、上海广播电视台、东方卫视、上海文广新闻传媒集团中担任要职，是典型的体制内出走创业代表。 #潘粤明##童瑶#,收藏,转发 3,评论 1,24,https://weibo.com/6495544869?refer_flag=1001030103_
0,有数青年,由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》正在紧锣密鼓地拍摄中，官博最近发布了生命的拐点和摆渡人两个单元的探班照片。#电视剧在一起##在一起探班#,收藏,转发,评论,0,https://weibo.com/6315203766?refer_flag=1001030103_
0,影视资讯小站,抗疫题材#电视剧在一起#正在紧张拍摄。6月12日出品方在无锡举办《在一起》创作座谈会，来自国家广电总局、上海市委宣传部、上海广播电视局和上海广播电视台的相关领导前往无锡，探班“生命的拐点”单元拍摄现场，并和众主创、全国主流媒体等进行座谈交流。该单元主演#张嘉译# @周一围 @谭卓 展开全文c,收藏,转发,评论,0,https://weibo.com/7417149343?refer_flag=1001030103_
0,新浪上海,,收藏,转发 64,评论,336,https://weibo.com/1647662054?refer_flag=1001030103_
0,玩乐上海,#融屏传播2020# # 电视剧在一起# 由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》正在无锡、青岛等地紧张拍摄。#在一起探班#在《生命的拐点》单元拍摄现场，该单元主演张嘉译、@周一围 、@谭卓 、@Crystal张天爱 、@何蓝逗 等接受了媒体采访，解读了各自的角色，分享了拍 展开全文c,收藏,转发 50,评论,172,https://weibo.com/2846632611?refer_flag=1001030103_
06月13日 21:23 转赞人数超过90,影视葛二蛋,,收藏,转发 18,评论 14,104,https://weibo.com/5565206512?refer_flag=1001030103_
0,上海长宁,"新剧资讯｜据广电时评消息，由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫剧《#在一起# 》计划于10月重磅推出，该剧2集一个单元，共20集，10个单元的主创信息曝光：
1、《生命的拐点》单元：梁振华、董哲编剧，张黎、韩晓军执导，张嘉译、周一围、谭卓、张天爱等主演（正在热拍）；
2、《摆渡人 展开全文c",收藏,转发 2,评论,1,https://weibo.com/1812581591?refer_flag=1001030103_
0,上海电信报,,收藏,转发 1,评论,1,https://weibo.com/1807486487?refer_flag=1001030103_
0,xiaowen165628,#5G用电信 耀启三千兆#玩转精彩纷呈的首届上海夜生活节，在家也能看直播逛夜市！上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，在夜市实现5G网络全覆盖，运用电信5G技术加持TVU直播背包，实现“三千兆”的高清流畅直播。快来享受音乐、美食、花灯的全新打开方式吧！ 展开全文c,收藏,转发,评论,0,https://weibo.com/5235703727?refer_flag=1001030103_
06月09日 18:08,只是布朗熊,,收藏,转发,评论,0,https://weibo.com/6996065712?refer_flag=1001030103_
06月09日 11:38,优学堂app,#5G用电信 耀启三千兆#周末哪里玩？云端直播间带你嗨逛上海夜生活节现场！上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，联手打造上海夜生活节直播！从潮流集市到深夜美食，从书店不打烊到博物馆奇妙夜，通过高清流畅的电信5G网络，尽览“百变夜上海”之美。扫码即可体验“三 展开全文c,收藏,转发,评论,0,https://weibo.com/6494794218?refer_flag=1001030103_
0,湖北师大教科学院青年志愿者,,收藏,转发,评论,1,https://weibo.com/5874117922?refer_flag=1001030103_
0,上海静安,【走进商务印书馆原址！感受这里的革命传承→】#关注静安# 6月23日，“面对面 新时空”We课走进宝山路街道，走进曾经的商务印书馆。上海广播电视台融媒体中心主持人臧熹，与社区党员志愿者代表和白领代表一起，分享了在不同年代，老一辈党员的坚守故事；感受在新时代下，新一代的初心传承。静安区委副 展开全文c,收藏,转发 5,评论 5,0,https://weibo.com/2541763545?refer_flag=1001030103_
06月22日 07:58 转赞人数超过90,中国电信上海果粉俱乐部,,收藏,转发 105,评论 56,0,https://weibo.com/2706099853?refer_flag=1001030103_
0,玩乐上海,#5G用电信 耀启三千兆#电信三千兆网络支持上海广播电视台直播上海夜生活节。即便不在现场，每晚你只要打开上海广播电视台新闻综合频道以及看看新闻Knews客户端，就可以感受喧闹纷繁的生活气息，尽览夜生活节的风采。,收藏,转发 11,评论 41,232,https://weibo.com/2846632611?refer_flag=1001030103_
06月18日 22:10 转赞人数超过20,气象上海Rainbow,#5G用电信 耀启三千兆#人间最值得，不过一缕烟火、信号满格。还记得上次和爸爸逛街是什么时候吗？夜生活节现已拉开帷幕，看过了直播，何不陪着老爸去现场亲自感受一下三千兆极速呢~上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，在夜市实现5G网络全覆盖，5g网速绝对不卡顿！更 展开全文c,收藏,转发 1,评论,19,https://weibo.com/2392966812?refer_flag=1001030103_
06月18日 19:39,時光漫步说影视,,收藏,转发,评论,0,https://weibo.com/6553952986?refer_flag=1001030103_
06月16日 21:36,小妙爱追剧,#王源全开麦# 作为上海广播电视台smg旗下的旗舰频道，作为专业的电视媒体，在直播过程中连续出现低级失误，是无法原谅的！本次节目的制片人和监制人员要负主要责任。作为立足全国面向世界的卫视，如此工作态度和专业水准，是给上海丢脸！滚出来道歉！@东方卫视618超级秀 @东方卫视番茄台,收藏,转发 1,评论,1,https://weibo.com/6437939460?refer_flag=1001030103_
0,电影频道融媒体中心,或许与其创始人杨文红密切相关。公开资料显示，在创立兴格传媒前，她曾先后在上海电影集团、上海广播电视台、东方卫视、上海文广新闻传媒集团中担任要职，是典型的体制内出走创业代表。 #潘粤明##童瑶#,收藏,转发 3,评论 1,24,https://weibo.com/6495544869?refer_flag=1001030103_
0,有数青年,由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》正在紧锣密鼓地拍摄中，官博最近发布了生命的拐点和摆渡人两个单元的探班照片。#电视剧在一起##在一起探班#,收藏,转发,评论,0,https://weibo.com/6315203766?refer_flag=1001030103_
0,影视资讯小站,抗疫题材#电视剧在一起#正在紧张拍摄。6月12日出品方在无锡举办《在一起》创作座谈会，来自国家广电总局、上海市委宣传部、上海广播电视局和上海广播电视台的相关领导前往无锡，探班“生命的拐点”单元拍摄现场，并和众主创、全国主流媒体等进行座谈交流。该单元主演#张嘉译# @周一围 @谭卓 展开全文c,收藏,转发,评论,0,https://weibo.com/7417149343?refer_flag=1001030103_
0,新浪上海,,收藏,转发 64,评论,336,https://weibo.com/1647662054?refer_flag=1001030103_
0,玩乐上海,#融屏传播2020# # 电视剧在一起# 由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》正在无锡、青岛等地紧张拍摄。#在一起探班#在《生命的拐点》单元拍摄现场，该单元主演张嘉译、@周一围 、@谭卓 、@Crystal张天爱 、@何蓝逗 等接受了媒体采访，解读了各自的角色，分享了拍 展开全文c,收藏,转发 50,评论,172,https://weibo.com/2846632611?refer_flag=1001030103_
06月13日 21:23 转赞人数超过90,影视葛二蛋,,收藏,转发 18,评论 14,104,https://weibo.com/5565206512?refer_flag=1001030103_
0,上海长宁,"新剧资讯｜据广电时评消息，由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫剧《#在一起# 》计划于10月重磅推出，该剧2集一个单元，共20集，10个单元的主创信息曝光：
1、《生命的拐点》单元：梁振华、董哲编剧，张黎、韩晓军执导，张嘉译、周一围、谭卓、张天爱等主演（正在热拍）；
2、《摆渡人 展开全文c",收藏,转发 2,评论,1,https://weibo.com/1812581591?refer_flag=1001030103_
0,上海电信报,,收藏,转发 1,评论,1,https://weibo.com/1807486487?refer_flag=1001030103_
0,xiaowen165628,#5G用电信 耀启三千兆#玩转精彩纷呈的首届上海夜生活节，在家也能看直播逛夜市！上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，在夜市实现5G网络全覆盖，运用电信5G技术加持TVU直播背包，实现“三千兆”的高清流畅直播。快来享受音乐、美食、花灯的全新打开方式吧！ 展开全文c,收藏,转发,评论,0,https://weibo.com/5235703727?refer_flag=1001030103_
06月09日 18:08,只是布朗熊,,收藏,转发,评论,0,https://weibo.com/6996065712?refer_flag=1001030103_
06月09日 11:38,优学堂app,#5G用电信 耀启三千兆#周末哪里玩？云端直播间带你嗨逛上海夜生活节现场！上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，联手打造上海夜生活节直播！从潮流集市到深夜美食，从书店不打烊到博物馆奇妙夜，通过高清流畅的电信5G网络，尽览“百变夜上海”之美。扫码即可体验“三 展开全文c,收藏,转发,评论,0,https://weibo.com/6494794218?refer_flag=1001030103_
0,湖北师大教科学院青年志愿者,,收藏,转发,评论,1,https://weibo.com/5874117922?refer_flag=1001030103_
0,上海静安,【走进商务印书馆原址！感受这里的革命传承→】#关注静安# 6月23日，“面对面 新时空”We课走进宝山路街道，走进曾经的商务印书馆。上海广播电视台融媒体中心主持人臧熹，与社区党员志愿者代表和白领代表一起，分享了在不同年代，老一辈党员的坚守故事；感受在新时代下，新一代的初心传承。静安区委副 展开全文c,收藏,转发 5,评论 5,0,https://weibo.com/2541763545?refer_flag=1001030103_
06月22日 07:58 转赞人数超过90,中国电信上海果粉俱乐部,,收藏,转发 105,评论 56,0,https://weibo.com/2706099853?refer_flag=1001030103_
0,玩乐上海,#5G用电信 耀启三千兆#电信三千兆网络支持上海广播电视台直播上海夜生活节。即便不在现场，每晚你只要打开上海广播电视台新闻综合频道以及看看新闻Knews客户端，就可以感受喧闹纷繁的生活气息，尽览夜生活节的风采。,收藏,转发 11,评论 41,232,https://weibo.com/2846632611?refer_flag=1001030103_
06月18日 22:10 转赞人数超过20,气象上海Rainbow,#5G用电信 耀启三千兆#人间最值得，不过一缕烟火、信号满格。还记得上次和爸爸逛街是什么时候吗？夜生活节现已拉开帷幕，看过了直播，何不陪着老爸去现场亲自感受一下三千兆极速呢~上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，在夜市实现5G网络全覆盖，5g网速绝对不卡顿！更 展开全文c,收藏,转发 1,评论,19,https://weibo.com/2392966812?refer_flag=1001030103_
06月18日 19:39,時光漫步说影视,,收藏,转发,评论,0,https://weibo.com/6553952986?refer_flag=1001030103_
06月16日 21:36,小妙爱追剧,#王源全开麦# 作为上海广播电视台smg旗下的旗舰频道，作为专业的电视媒体，在直播过程中连续出现低级失误，是无法原谅的！本次节目的制片人和监制人员要负主要责任。作为立足全国面向世界的卫视，如此工作态度和专业水准，是给上海丢脸！滚出来道歉！@东方卫视618超级秀 @东方卫视番茄台,收藏,转发 1,评论,1,https://weibo.com/6437939460?refer_flag=1001030103_
0,电影频道融媒体中心,或许与其创始人杨文红密切相关。公开资料显示，在创立兴格传媒前，她曾先后在上海电影集团、上海广播电视台、东方卫视、上海文广新闻传媒集团中担任要职，是典型的体制内出走创业代表。 #潘粤明##童瑶#,收藏,转发 3,评论 1,24,https://weibo.com/6495544869?refer_flag=1001030103_
0,有数青年,由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》正在紧锣密鼓地拍摄中，官博最近发布了生命的拐点和摆渡人两个单元的探班照片。#电视剧在一起##在一起探班#,收藏,转发,评论,0,https://weibo.com/6315203766?refer_flag=1001030103_
0,影视资讯小站,抗疫题材#电视剧在一起#正在紧张拍摄。6月12日出品方在无锡举办《在一起》创作座谈会，来自国家广电总局、上海市委宣传部、上海广播电视局和上海广播电视台的相关领导前往无锡，探班“生命的拐点”单元拍摄现场，并和众主创、全国主流媒体等进行座谈交流。该单元主演#张嘉译# @周一围 @谭卓 展开全文c,收藏,转发,评论,0,https://weibo.com/7417149343?refer_flag=1001030103_
0,新浪上海,,收藏,转发 64,评论,336,https://weibo.com/1647662054?refer_flag=1001030103_
0,玩乐上海,#融屏传播2020# # 电视剧在一起# 由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》正在无锡、青岛等地紧张拍摄。#在一起探班#在《生命的拐点》单元拍摄现场，该单元主演张嘉译、@周一围 、@谭卓 、@Crystal张天爱 、@何蓝逗 等接受了媒体采访，解读了各自的角色，分享了拍 展开全文c,收藏,转发 50,评论,172,https://weibo.com/2846632611?refer_flag=1001030103_
06月13日 21:23 转赞人数超过90,影视葛二蛋,,收藏,转发 18,评论 14,104,https://weibo.com/5565206512?refer_flag=1001030103_
0,上海长宁,"新剧资讯｜据广电时评消息，由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫剧《#在一起# 》计划于10月重磅推出，该剧2集一个单元，共20集，10个单元的主创信息曝光：
1、《生命的拐点》单元：梁振华、董哲编剧，张黎、韩晓军执导，张嘉译、周一围、谭卓、张天爱等主演（正在热拍）；
2、《摆渡人 展开全文c",收藏,转发 2,评论,1,https://weibo.com/1812581591?refer_flag=1001030103_
0,上海电信报,,收藏,转发 1,评论,1,https://weibo.com/1807486487?refer_flag=1001030103_
0,xiaowen165628,#5G用电信 耀启三千兆#玩转精彩纷呈的首届上海夜生活节，在家也能看直播逛夜市！上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，在夜市实现5G网络全覆盖，运用电信5G技术加持TVU直播背包，实现“三千兆”的高清流畅直播。快来享受音乐、美食、花灯的全新打开方式吧！ 展开全文c,收藏,转发,评论,0,https://weibo.com/5235703727?refer_flag=1001030103_
06月09日 18:08,只是布朗熊,,收藏,转发,评论,0,https://weibo.com/6996065712?refer_flag=1001030103_
06月09日 11:38,优学堂app,#5G用电信 耀启三千兆#周末哪里玩？云端直播间带你嗨逛上海夜生活节现场！上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，联手打造上海夜生活节直播！从潮流集市到深夜美食，从书店不打烊到博物馆奇妙夜，通过高清流畅的电信5G网络，尽览“百变夜上海”之美。扫码即可体验“三 展开全文c,收藏,转发,评论,0,https://weibo.com/6494794218?refer_flag=1001030103_
0,湖北师大教科学院青年志愿者,,收藏,转发,评论,1,https://weibo.com/5874117922?refer_flag=1001030103_
0,上海静安,【走进商务印书馆原址！感受这里的革命传承→】#关注静安# 6月23日，“面对面 新时空”We课走进宝山路街道，走进曾经的商务印书馆。上海广播电视台融媒体中心主持人臧熹，与社区党员志愿者代表和白领代表一起，分享了在不同年代，老一辈党员的坚守故事；感受在新时代下，新一代的初心传承。静安区委副 展开全文c,收藏,转发 5,评论 5,0,https://weibo.com/2541763545?refer_flag=1001030103_
06月22日 07:58 转赞人数超过90,中国电信上海果粉俱乐部,,收藏,转发 105,评论 56,0,https://weibo.com/2706099853?refer_flag=1001030103_
0,玩乐上海,#5G用电信 耀启三千兆#电信三千兆网络支持上海广播电视台直播上海夜生活节。即便不在现场，每晚你只要打开上海广播电视台新闻综合频道以及看看新闻Knews客户端，就可以感受喧闹纷繁的生活气息，尽览夜生活节的风采。,收藏,转发 11,评论 41,232,https://weibo.com/2846632611?refer_flag=1001030103_
06月18日 22:10 转赞人数超过20,气象上海Rainbow,#5G用电信 耀启三千兆#人间最值得，不过一缕烟火、信号满格。还记得上次和爸爸逛街是什么时候吗？夜生活节现已拉开帷幕，看过了直播，何不陪着老爸去现场亲自感受一下三千兆极速呢~上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，在夜市实现5G网络全覆盖，5g网速绝对不卡顿！更 展开全文c,收藏,转发 1,评论,19,https://weibo.com/2392966812?refer_flag=1001030103_
06月18日 19:39,時光漫步说影视,,收藏,转发,评论,0,https://weibo.com/6553952986?refer_flag=1001030103_
06月16日 21:36,小妙爱追剧,#王源全开麦# 作为上海广播电视台smg旗下的旗舰频道，作为专业的电视媒体，在直播过程中连续出现低级失误，是无法原谅的！本次节目的制片人和监制人员要负主要责任。作为立足全国面向世界的卫视，如此工作态度和专业水准，是给上海丢脸！滚出来道歉！@东方卫视618超级秀 @东方卫视番茄台,收藏,转发 1,评论,1,https://weibo.com/6437939460?refer_flag=1001030103_
0,电影频道融媒体中心,或许与其创始人杨文红密切相关。公开资料显示，在创立兴格传媒前，她曾先后在上海电影集团、上海广播电视台、东方卫视、上海文广新闻传媒集团中担任要职，是典型的体制内出走创业代表。 #潘粤明##童瑶#,收藏,转发 3,评论 1,24,https://weibo.com/6495544869?refer_flag=1001030103_
0,有数青年,由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》正在紧锣密鼓地拍摄中，官博最近发布了生命的拐点和摆渡人两个单元的探班照片。#电视剧在一起##在一起探班#,收藏,转发,评论,0,https://weibo.com/6315203766?refer_flag=1001030103_
0,影视资讯小站,抗疫题材#电视剧在一起#正在紧张拍摄。6月12日出品方在无锡举办《在一起》创作座谈会，来自国家广电总局、上海市委宣传部、上海广播电视局和上海广播电视台的相关领导前往无锡，探班“生命的拐点”单元拍摄现场，并和众主创、全国主流媒体等进行座谈交流。该单元主演#张嘉译# @周一围 @谭卓 展开全文c,收藏,转发,评论,0,https://weibo.com/7417149343?refer_flag=1001030103_
0,新浪上海,,收藏,转发 64,评论,336,https://weibo.com/1647662054?refer_flag=1001030103_
0,玩乐上海,#融屏传播2020# # 电视剧在一起# 由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》正在无锡、青岛等地紧张拍摄。#在一起探班#在《生命的拐点》单元拍摄现场，该单元主演张嘉译、@周一围 、@谭卓 、@Crystal张天爱 、@何蓝逗 等接受了媒体采访，解读了各自的角色，分享了拍 展开全文c,收藏,转发 50,评论,172,https://weibo.com/2846632611?refer_flag=1001030103_
06月13日 21:23 转赞人数超过90,影视葛二蛋,,收藏,转发 18,评论 14,104,https://weibo.com/5565206512?refer_flag=1001030103_
0,上海长宁,"新剧资讯｜据广电时评消息，由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫剧《#在一起# 》计划于10月重磅推出，该剧2集一个单元，共20集，10个单元的主创信息曝光：
1、《生命的拐点》单元：梁振华、董哲编剧，张黎、韩晓军执导，张嘉译、周一围、谭卓、张天爱等主演（正在热拍）；
2、《摆渡人 展开全文c",收藏,转发 2,评论,1,https://weibo.com/1812581591?refer_flag=1001030103_
0,上海电信报,,收藏,转发 1,评论,1,https://weibo.com/1807486487?refer_flag=1001030103_
0,xiaowen165628,#5G用电信 耀启三千兆#玩转精彩纷呈的首届上海夜生活节，在家也能看直播逛夜市！上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，在夜市实现5G网络全覆盖，运用电信5G技术加持TVU直播背包，实现“三千兆”的高清流畅直播。快来享受音乐、美食、花灯的全新打开方式吧！ 展开全文c,收藏,转发,评论,0,https://weibo.com/5235703727?refer_flag=1001030103_
06月09日 18:08,只是布朗熊,,收藏,转发,评论,0,https://weibo.com/6996065712?refer_flag=1001030103_
06月09日 11:38,优学堂app,#5G用电信 耀启三千兆#周末哪里玩？云端直播间带你嗨逛上海夜生活节现场！上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，联手打造上海夜生活节直播！从潮流集市到深夜美食，从书店不打烊到博物馆奇妙夜，通过高清流畅的电信5G网络，尽览“百变夜上海”之美。扫码即可体验“三 展开全文c,收藏,转发,评论,0,https://weibo.com/6494794218?refer_flag=1001030103_
0,湖北师大教科学院青年志愿者,,收藏,转发,评论,1,https://weibo.com/5874117922?refer_flag=1001030103_
0,上海静安,【走进商务印书馆原址！感受这里的革命传承→】#关注静安# 6月23日，“面对面 新时空”We课走进宝山路街道，走进曾经的商务印书馆。上海广播电视台融媒体中心主持人臧熹，与社区党员志愿者代表和白领代表一起，分享了在不同年代，老一辈党员的坚守故事；感受在新时代下，新一代的初心传承。静安区委副 展开全文c,收藏,转发 5,评论 5,0,https://weibo.com/2541763545?refer_flag=1001030103_
06月22日 07:58 转赞人数超过90,中国电信上海果粉俱乐部,,收藏,转发 105,评论 56,0,https://weibo.com/2706099853?refer_flag=1001030103_
0,玩乐上海,#5G用电信 耀启三千兆#电信三千兆网络支持上海广播电视台直播上海夜生活节。即便不在现场，每晚你只要打开上海广播电视台新闻综合频道以及看看新闻Knews客户端，就可以感受喧闹纷繁的生活气息，尽览夜生活节的风采。,收藏,转发 11,评论 41,232,https://weibo.com/2846632611?refer_flag=1001030103_
06月18日 22:10 转赞人数超过20,气象上海Rainbow,#5G用电信 耀启三千兆#人间最值得，不过一缕烟火、信号满格。还记得上次和爸爸逛街是什么时候吗？夜生活节现已拉开帷幕，看过了直播，何不陪着老爸去现场亲自感受一下三千兆极速呢~上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，在夜市实现5G网络全覆盖，5g网速绝对不卡顿！更 展开全文c,收藏,转发 1,评论,19,https://weibo.com/2392966812?refer_flag=1001030103_
06月18日 19:39,時光漫步说影视,,收藏,转发,评论,0,https://weibo.com/6553952986?refer_flag=1001030103_
06月16日 21:36,小妙爱追剧,#王源全开麦# 作为上海广播电视台smg旗下的旗舰频道，作为专业的电视媒体，在直播过程中连续出现低级失误，是无法原谅的！本次节目的制片人和监制人员要负主要责任。作为立足全国面向世界的卫视，如此工作态度和专业水准，是给上海丢脸！滚出来道歉！@东方卫视618超级秀 @东方卫视番茄台,收藏,转发 1,评论,1,https://weibo.com/6437939460?refer_flag=1001030103_
0,电影频道融媒体中心,或许与其创始人杨文红密切相关。公开资料显示，在创立兴格传媒前，她曾先后在上海电影集团、上海广播电视台、东方卫视、上海文广新闻传媒集团中担任要职，是典型的体制内出走创业代表。 #潘粤明##童瑶#,收藏,转发 3,评论 1,24,https://weibo.com/6495544869?refer_flag=1001030103_
0,有数青年,由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》正在紧锣密鼓地拍摄中，官博最近发布了生命的拐点和摆渡人两个单元的探班照片。#电视剧在一起##在一起探班#,收藏,转发,评论,0,https://weibo.com/6315203766?refer_flag=1001030103_
0,影视资讯小站,抗疫题材#电视剧在一起#正在紧张拍摄。6月12日出品方在无锡举办《在一起》创作座谈会，来自国家广电总局、上海市委宣传部、上海广播电视局和上海广播电视台的相关领导前往无锡，探班“生命的拐点”单元拍摄现场，并和众主创、全国主流媒体等进行座谈交流。该单元主演#张嘉译# @周一围 @谭卓 展开全文c,收藏,转发,评论,0,https://weibo.com/7417149343?refer_flag=1001030103_
0,新浪上海,,收藏,转发 64,评论,336,https://weibo.com/1647662054?refer_flag=1001030103_
0,玩乐上海,#融屏传播2020# # 电视剧在一起# 由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫题材时代报告剧《在一起》正在无锡、青岛等地紧张拍摄。#在一起探班#在《生命的拐点》单元拍摄现场，该单元主演张嘉译、@周一围 、@谭卓 、@Crystal张天爱 、@何蓝逗 等接受了媒体采访，解读了各自的角色，分享了拍 展开全文c,收藏,转发 50,评论,172,https://weibo.com/2846632611?refer_flag=1001030103_
06月13日 21:23 转赞人数超过90,影视葛二蛋,,收藏,转发 18,评论 14,104,https://weibo.com/5565206512?refer_flag=1001030103_
0,上海长宁,"新剧资讯｜据广电时评消息，由上海广播电视台、耀客传媒、尚世影业共同出品的抗疫剧《#在一起# 》计划于10月重磅推出，该剧2集一个单元，共20集，10个单元的主创信息曝光：
1、《生命的拐点》单元：梁振华、董哲编剧，张黎、韩晓军执导，张嘉译、周一围、谭卓、张天爱等主演（正在热拍）；
2、《摆渡人 展开全文c",收藏,转发 2,评论,1,https://weibo.com/1812581591?refer_flag=1001030103_
0,上海电信报,,收藏,转发 1,评论,1,https://weibo.com/1807486487?refer_flag=1001030103_
0,xiaowen165628,#5G用电信 耀启三千兆#玩转精彩纷呈的首届上海夜生活节，在家也能看直播逛夜市！上海电信用“千兆宽带+千兆5G+千兆WiFi”三千兆网络支持上海广播电视台，在夜市实现5G网络全覆盖，运用电信5G技术加持TVU直播背包，实现“三千兆”的高清流畅直播。快来享受音乐、美食、花灯的全新打开方式吧！ 展开全文c,收藏,转发,评论,0,https://weibo.com/5235703727?refer_flag=1001030103_
06月09日 18:08,只是布朗熊,,收藏,转发,评论,0,https://weibo.com/6996065712?refer_flag=1001030103_
